Country,ISO3,NBS_desc,Griscom 2017 potential,Griscom 2020 potential,GRISCOM DIFF,TNC mapper potential,IPCC_climate_zone,baseline_landuse,country_land_area,total_area,total_area_max,total_area_min,extent,extent_max,extent_min,extent_notes,intensity_desc,intensity_raw,intensity_raw_max,intensity_raw_min,intensity_unit,intensity,intensity_max,intensity_min,intensity_notes,BD_potential,potential,potential_100,potential_10
Uzbekistan,UZB,Agroforestry,,,,6.26,,GRISCOM,44.0555,NA,,,NA,,,,,,,,,1.356666667,,,,0,6.26,2.642346,0
Vanuatu,VUT,Agroforestry,,,,0,,GRISCOM,1.219,NA,,,NA,,,,,,,,,1.356666667,,,,0,0,0,0
Venezuela,VEN,Agroforestry,,29.01,,6.73,,GRISCOM,88.205,NA,,,NA,,,,,,,,,1.356666667,,,,0,6.73,2.840733,0
Viet Nam,VNM,Agroforestry,,9.63,,9.62,,GRISCOM,31.007,NA,,,NA,,,,,,,,,1.356666667,,,,0,9.62,4.060602,0
Yemen,YEM,Agroforestry,,6.77,,0.29,,GRISCOM,52.797,NA,,,NA,,,,,,,,,1.356666667,,,,0,0.29,0.122409,0
Zambia,ZMB,Agroforestry,,10.36,,3.41,,GRISCOM,74.339,NA,,,NA,,,,,,,,,1.356666667,,,,0,3.41,1.439361,0
Zimbabwe,ZWE,Agroforestry,,25.36,,10.15,,GRISCOM,38.685,NA,,,NA,,,,,,,,,1.356666667,,,,0,10.15,4.284315,0
Afghanistan,AFG,Avoided woodfuel,0,,,0,,GRISCOM,65.286,NA,,,NA,,,,,,,,,0.146666667,,,,0,0,0,0
Albania,ALB,Avoided woodfuel,0,,,0,,GRISCOM,2.74,NA,,,NA,,,,,,,,,0.146666667,,,,0,0,0,0
Algeria,DZA,Avoided woodfuel,0,,,0,,GRISCOM,238.1741,NA,,,NA,,,,,,,,,0.146666667,,,,0,0,0,0
Andorra,AND,Avoided woodfuel,0,,,0,,GRISCOM,0.047,NA,,,NA,,,,,,,,,0.146666667,,,,0,0,0,0
Angola,AGO,Avoided woodfuel,2.202291164,2.2,-0.002291164,2.202291164,,GRISCOM,124.67,NA,,,NA,,,,,,,,,0.146666667,,,,0,2.202291164,0.660687349,0
Antigua and Barbuda,ATG,Avoided woodfuel,0,,,0,,GRISCOM,0.044,NA,,,NA,,,,,,,,,0.146666667,,,,0,0,0,0
Argentina,ARG,Avoided woodfuel,2.129146569,,,2.129146569,,GRISCOM,273.669,NA,,,NA,,,,,,,,,0.146666667,,,,0,2.129146569,0.638743971,0
Armenia,ARM,Avoided woodfuel,0,,,0,,GRISCOM,2.847,NA,,,NA,,,,,,,,,0.146666667,,,,0,0,0,0
Australia,AUS,Avoided woodfuel,0,,,0,,GRISCOM,769.202,NA,,,NA,,,,,,,,,0.146666667,,,,0,0,0,0
Austria,AUT,Avoided woodfuel,0,,,0,,GRISCOM,8.252,NA,,,NA,,,,,,,,,0.146666667,,,,0,0,0,0
Azerbaijan,AZE,Avoided woodfuel,0,,,0,,GRISCOM,8.2654,NA,,,NA,,,,,,,,,0.146666667,,,,0,0,0,0
Bahamas,BHS,Avoided woodfuel,0,,,0,,GRISCOM,1.001,NA,,,NA,,,,,,,,,0.146666667,,,,0,0,0,0
Bahrain,BHR,Avoided woodfuel,0,,,0,,GRISCOM,0.078,NA,,,NA,,,,,,,,,0.146666667,,,,0,0,0,0
Bangladesh,BGD,Avoided woodfuel,4.488418288,4.49,0.001581712,4.488418288,,GRISCOM,13.017,NA,,,NA,,,,,,,,,0.146666667,,,,0,4.488418288,1.346525486,0
Barbados,BRB,Avoided woodfuel,0,,,0,,GRISCOM,0.043,NA,,,NA,,,,,,,,,0.146666667,,,,0,0,0,0
Belarus,BLR,Avoided woodfuel,0,,,0,,GRISCOM,20.298,NA,,,NA,,,,,,,,,0.146666667,,,,0,0,0,0
Belgium,BEL,Avoided woodfuel,0,,,0,,GRISCOM,3.028,NA,,,NA,,,,,,,,,0.146666667,,,,0,0,0,0
Belize,BLZ,Avoided woodfuel,0.020730821,0.02,-0.000730821,0.020730821,,GRISCOM,2.281,NA,,,NA,,,,,,,,,0.146666667,,,,0,0.020730821,0.006219246,0
Benin,BEN,Avoided woodfuel,1.010203773,1.01,-0.000203773,1.010203773,,GRISCOM,11.276,NA,,,NA,,,,,,,,,0.146666667,,,,0,1.010203773,0.303061132,0
Bhutan,BTN,Avoided woodfuel,0.824278298,,,0.824278298,,GRISCOM,3.814,NA,,,NA,,,,,,,,,0.146666667,,,,0,0.824278298,0.247283489,0
Bolivia,BOL,Avoided woodfuel,0.4147468,0.41,-0.0047468,0.4147468,,GRISCOM,108.33,NA,,,NA,,,,,,,,,0.146666667,,,,0,0.4147468,0.12442404,0
Bosnia and Herzegovina,BIH,Avoided woodfuel,0,,,0,,GRISCOM,5.12,NA,,,NA,,,,,,,,,0.146666667,,,,0,0,0,0
Botswana,BWA,Avoided woodfuel,0.178232906,0.18,0.001767094,0.178232906,,GRISCOM,56.673,NA,,,NA,,,,,,,,,0.146666667,,,,0,0.178232906,0.053469872,0
Brazil,BRA,Avoided woodfuel,25.11767115,25.12,0.00232885,25.11767115,,GRISCOM,835.814,NA,,,NA,,,,,,,,,0.146666667,,,,0,25.11767115,7.535301345,0
Brunei Darussalam,BRN,Avoided woodfuel,0,,,0,,GRISCOM,0.527,NA,,,NA,,,,,,,,,0.146666667,,,,0,0,0,0
Bulgaria,BGR,Avoided woodfuel,0,,,0,,GRISCOM,10.856,NA,,,NA,,,,,,,,,0.146666667,,,,0,0,0,0
Burkina Faso,BFA,Avoided woodfuel,2.036835744,2.04,0.003164256,2.036835744,,GRISCOM,27.36,NA,,,NA,,,,,,,,,0.146666667,,,,0,2.036835744,0.611050723,0
Burma,MMR,Avoided woodfuel,6.238803633,6.24,0.001196367,6.238803633,,GRISCOM,65.279,NA,,,NA,,,,,,,,,0.146666667,,,,0,6.238803633,1.87164109,0
Burundi,BDI,Avoided woodfuel,0.834056987,0.83,-0.004056987,0.834056987,,GRISCOM,2.568,NA,,,NA,,,,,,,,,0.146666667,,,,0,0.834056987,0.250217096,0
Cambodia,KHM,Avoided woodfuel,1.610876048,1.61,-0.000876048,1.610876048,,GRISCOM,17.652,NA,,,NA,,,,,,,,,0.146666667,,,,0,1.610876048,0.483262814,0
Cameroon,CMR,Avoided woodfuel,2.410642432,2.41,-0.000642432,2.410642432,,GRISCOM,47.271,NA,,,NA,,,,,,,,,0.146666667,,,,0,2.410642432,0.72319273,0
Canada,CAN,Avoided woodfuel,0,,,0,,GRISCOM,896.559,NA,,,NA,,,,,,,,,0.146666667,,,,0,0,0,0
Cape Verde,CPV,Avoided woodfuel,0,,,0,,GRISCOM,0.403,NA,,,NA,,,,,,,,,0.146666667,,,,0,0,0,0
Central African Republic,CAF,Avoided woodfuel,0.502363854,0.5,-0.002363854,0.502363854,,GRISCOM,62.298,NA,,,NA,,,,,,,,,0.146666667,,,,0,0.502363854,0.150709156,0
Chad,TCD,Avoided woodfuel,1.502658555,1.5,-0.002658555,1.502658555,,GRISCOM,125.92,NA,,,NA,,,,,,,,,0.146666667,,,,0,1.502658555,0.450797567,0
Chile,CHL,Avoided woodfuel,2.577662442,,,2.577662442,,GRISCOM,74.3532,NA,,,NA,,,,,,,,,0.146666667,,,,0,2.577662442,0.773298733,0
China,CHN,Avoided woodfuel,65.19934427,,,65.19934427,,GRISCOM,938.821,NA,,,NA,,,,,,,,,0.146666667,,,,0,65.19934427,19.55980328,0
Colombia,COL,Avoided woodfuel,1.797453436,1.8,0.002546564,1.797453436,,GRISCOM,110.95,NA,,,NA,,,,,,,,,0.146666667,,,,0,1.797453436,0.539236031,0
Comoros,COM,Avoided woodfuel,0,,,0,,GRISCOM,0.1861,NA,,,NA,,,,,,,,,0.146666667,,,,0,0,0,0
Congo,COG,Avoided woodfuel,0.52,0.52,0,0.52,,GRISCOM,34.15,NA,,,NA,,,,,,,,,0.146666667,,,,0,0.52,0.156,0
Cook Islands,COK,Avoided woodfuel,0,,,0,,GRISCOM,0.024,NA,,,NA,,,,,,,,,0.146666667,,,,0,0,0,0
Costa Rica,CRI,Avoided woodfuel,0.557776425,0.56,0.002223575,0.557776425,,GRISCOM,5.106,NA,,,NA,,,,,,,,,0.146666667,,,,0,0.557776425,0.167332928,0
Cote d'Ivoire,CIV,Avoided woodfuel,2.950165304,2.95,-0.000165304,2.950165304,,GRISCOM,31.8,NA,,,NA,,,,,,,,,0.146666667,,,,0,2.950165304,0.885049591,0
Croatia,HRV,Avoided woodfuel,0,,,0,,GRISCOM,5.659,NA,,,NA,,,,,,,,,0.146666667,,,,0,0,0,0
Cuba,CUB,Avoided woodfuel,0,0,0,0,,GRISCOM,10.38,NA,,,NA,,,,,,,,,0.146666667,,,,0,0,0,0
Cyprus,CYP,Avoided woodfuel,0,,,0,,GRISCOM,0.924,NA,,,NA,,,,,,,,,0.146666667,,,,0,0,0,0
Czech Republic,CZE,Avoided woodfuel,0,,,0,,GRISCOM,7.72,NA,,,NA,,,,,,,,,0.146666667,,,,0,0,0,0
Democratic Republic of the Congo,COD,Avoided woodfuel,0,0,0,0,,GRISCOM,226.705,NA,,,NA,,,,,,,,,0.146666667,,,,0,0,0,0
Denmark,DNK,Avoided woodfuel,0,,,0,,GRISCOM,4,NA,,,NA,,,,,,,,,0.146666667,,,,0,0,0,0
Djibouti,DJI,Avoided woodfuel,0,,,0,,GRISCOM,2.318,NA,,,NA,,,,,,,,,0.146666667,,,,0,0,0,0
Dominica,DMA,Avoided woodfuel,0,,,0,,GRISCOM,0.075,NA,,,NA,,,,,,,,,0.146666667,,,,0,0,0,0
Dominican Republic,DOM,Avoided woodfuel,0.895336772,0.9,0.004663228,0.895336772,,GRISCOM,4.831,NA,,,NA,,,,,,,,,0.146666667,,,,0,0.895336772,0.268601032,0
Ecuador,ECU,Avoided woodfuel,0.819062997,0.82,0.000937003,0.819062997,,GRISCOM,24.836,NA,,,NA,,,,,,,,,0.146666667,,,,0,0.819062997,0.245718899,0
Egypt,EGY,Avoided woodfuel,0,,,0,,GRISCOM,99.545,NA,,,NA,,,,,,,,,0.146666667,,,,0,0,0,0
El Salvador,SLV,Avoided woodfuel,0.607191401,0.61,0.002808599,0.607191401,,GRISCOM,2.072,NA,,,NA,,,,,,,,,0.146666667,,,,0,0.607191401,0.18215742,0
Equatorial Guinea,GNQ,Avoided woodfuel,0.073014212,0.07,-0.003014212,0.073014212,,GRISCOM,2.805,NA,,,NA,,,,,,,,,0.146666667,,,,0,0.073014212,0.021904264,0
Eritrea,ERI,Avoided woodfuel,0.476417732,0.48,0.003582268,0.476417732,,GRISCOM,10.1,NA,,,NA,,,,,,,,,0.146666667,,,,0,0.476417732,0.14292532,0
Estonia,EST,Avoided woodfuel,0,,,0,,GRISCOM,4.347,NA,,,NA,,,,,,,,,0.146666667,,,,0,0,0,0
Ethiopia,ETH,Avoided woodfuel,16.52637569,16.53,0.00362431,16.52637569,,GRISCOM,112.930039,NA,,,NA,,,,,,,,,0.146666667,,,,0,16.52637569,4.957912707,0
Fiji,FJI,Avoided woodfuel,0,,,0,,GRISCOM,1.827,NA,,,NA,,,,,,,,,0.146666667,,,,0,0,0,0
Finland,FIN,Avoided woodfuel,0,,,0,,GRISCOM,30.392,NA,,,NA,,,,,,,,,0.146666667,,,,0,0,0,0
France,FRA,Avoided woodfuel,0,,,0,,GRISCOM,54.7557,NA,,,NA,,,,,,,,,0.146666667,,,,0,0,0,0
French Guiana,GUF,Avoided woodfuel,0.019557378,0.02,0.000442622,0.019557378,,GRISCOM,#N/A,NA,,,NA,,,,,,,,,0.146666667,,,,0,0.019557378,0.005867213,0
Gabon,GAB,Avoided woodfuel,0.175103726,0.18,0.004896274,0.175103726,,GRISCOM,25.767,NA,,,NA,,,,,,,,,0.146666667,,,,0,0.175103726,0.052531118,0
Gambia,GMB,Avoided woodfuel,0.176016403,0.18,0.003983597,0.176016403,,GRISCOM,1.012,NA,,,NA,,,,,,,,,0.146666667,,,,0,0.176016403,0.052804921,0
Georgia,GEO,Avoided woodfuel,0,,,0,,GRISCOM,6.949,NA,,,NA,,,,,,,,,0.146666667,,,,0,0,0,0
Germany,DEU,Avoided woodfuel,0,,,0,,GRISCOM,34.938,NA,,,NA,,,,,,,,,0.146666667,,,,0,0,0,0
Ghana,GHA,Avoided woodfuel,4.163765811,4.16,-0.003765811,4.163765811,,GRISCOM,22.754,NA,,,NA,,,,,,,,,0.146666667,,,,0,4.163765811,1.249129743,0
Greece,GRC,Avoided woodfuel,0,,,0,,GRISCOM,12.89,NA,,,NA,,,,,,,,,0.146666667,,,,0,0,0,0
Greenland,GRL,Avoided woodfuel,0,,,0,,GRISCOM,41.045,NA,,,NA,,,,,,,,,0.146666667,,,,0,0,0,0
Grenada,GRD,Avoided woodfuel,0,,,0,,GRISCOM,0.034,NA,,,NA,,,,,,,,,0.146666667,,,,0,0,0,0
Guatemala,GTM,Avoided woodfuel,2.914440493,2.91,-0.004440493,2.914440493,,GRISCOM,10.716,NA,,,NA,,,,,,,,,0.146666667,,,,0,2.914440493,0.874332148,0
Guinea,GIN,Avoided woodfuel,2.278434556,2.28,0.001565444,2.278434556,,GRISCOM,24.572,NA,,,NA,,,,,,,,,0.146666667,,,,0,2.278434556,0.683530367,0
Guinea-Bissau,GNB,Avoided woodfuel,0.41787598,0.42,0.00212402,0.41787598,,GRISCOM,2.812,NA,,,NA,,,,,,,,,0.146666667,,,,0,0.41787598,0.125362794,0
Guyana,GUY,Avoided woodfuel,0.155937495,0.16,0.004062505,0.155937495,,GRISCOM,19.685,NA,,,NA,,,,,,,,,0.146666667,,,,0,0.155937495,0.046781249,0
Haiti,HTI,Avoided woodfuel,1.186089794,1.19,0.003910206,1.186089794,,GRISCOM,2.756,NA,,,NA,,,,,,,,,0.146666667,,,,0,1.186089794,0.355826938,0
Honduras,HND,Avoided woodfuel,1.414911119,1.41,-0.004911119,1.414911119,,GRISCOM,11.189,NA,,,NA,,,,,,,,,0.146666667,,,,0,1.414911119,0.424473336,0
Hungary,HUN,Avoided woodfuel,0,,,0,,GRISCOM,9.126,NA,,,NA,,,,,,,,,0.146666667,,,,0,0,0,0
Iceland,ISL,Avoided woodfuel,0,,,0,,GRISCOM,10.083,NA,,,NA,,,,,,,,,0.146666667,,,,0,0,0,0
India,IND,Avoided woodfuel,53.87627423,53.88,0.00372577,53.87627423,,GRISCOM,297.319,NA,,,NA,,,,,,,,,0.146666667,,,,0,53.87627423,16.16288227,0
Indonesia,IDN,Avoided woodfuel,27.42335566,27.42,-0.00335566,27.42335566,,GRISCOM,187.7519,NA,,,NA,,,,,,,,,0.146666667,,,,0,27.42335566,8.227006698,0
Iran (Islamic Republic of),IRN,Avoided woodfuel,0,,,0,,GRISCOM,162.876,NA,,,NA,,,,,,,,,0.146666667,,,,0,0,0,0
Iraq,IRQ,Avoided woodfuel,0,,,0,,GRISCOM,43.4128,NA,,,NA,,,,,,,,,0.146666667,,,,0,0,0,0
Ireland,IRL,Avoided woodfuel,0,,,0,,GRISCOM,6.889,NA,,,NA,,,,,,,,,0.146666667,,,,0,0,0,0
Israel,ISR,Avoided woodfuel,0,,,0,,GRISCOM,2.164,NA,,,NA,,,,,,,,,0.146666667,,,,0,0,0,0
Italy,ITA,Avoided woodfuel,0,,,0,,GRISCOM,29.773,NA,,,NA,,,,,,,,,0.146666667,,,,0,0,0,0
Jamaica,JAM,Avoided woodfuel,0.301053241,0.3,-0.001053241,0.301053241,,GRISCOM,1.083,NA,,,NA,,,,,,,,,0.146666667,,,,0,0.301053241,0.090315972,0
Japan,JPN,Avoided woodfuel,0,,,0,,GRISCOM,36.45,NA,,,NA,,,,,,,,,0.146666667,,,,0,0,0,0
Jordan,JOR,Avoided woodfuel,0,,,0,,GRISCOM,8.878,NA,,,NA,,,,,,,,,0.146666667,,,,0,0,0,0
Kazakhstan,KAZ,Avoided woodfuel,0,,,0,,GRISCOM,269.97,NA,,,NA,,,,,,,,,0.146666667,,,,0,0,0,0
Kenya,KEN,Avoided woodfuel,6.13097729,6.13,-0.00097729,6.13097729,,GRISCOM,56.914,NA,,,NA,,,,,,,,,0.146666667,,,,0,6.13097729,1.839293187,0
Kiribati,KIR,Avoided woodfuel,0,,,0,,GRISCOM,0.081,NA,,,NA,,,,,,,,,0.146666667,,,,0,0,0,0
"Korea, Democratic People's Republic of",PRK,Avoided woodfuel,0,,,0,,GRISCOM,12.041,NA,,,NA,,,,,,,,,0.146666667,,,,0,0,0,0
"Korea, Republic of",KOR,Avoided woodfuel,0,,,0,,GRISCOM,9.752,NA,,,NA,,,,,,,,,0.146666667,,,,0,0,0,0
Kuwait,KWT,Avoided woodfuel,0,,,0,,GRISCOM,1.782,NA,,,NA,,,,,,,,,0.146666667,,,,0,0,0,0
Kyrgyzstan,KGZ,Avoided woodfuel,0,,,0,,GRISCOM,19.18,NA,,,NA,,,,,,,,,0.146666667,,,,0,0,0,0
Lao People's Democratic Republic,LAO,Avoided woodfuel,1.024285086,1.02,-0.004285086,1.024285086,,GRISCOM,23.08,NA,,,NA,,,,,,,,,0.146666667,,,,0,1.024285086,0.307285526,0
Latvia,LVA,Avoided woodfuel,0,,,0,,GRISCOM,6.209,NA,,,NA,,,,,,,,,0.146666667,,,,0,0,0,0
Lebanon,LBN,Avoided woodfuel,0,,,0,,GRISCOM,1.023,NA,,,NA,,,,,,,,,0.146666667,,,,0,0,0,0
Lesotho,LSO,Avoided woodfuel,0.336908435,,,0.336908435,,GRISCOM,3.036,NA,,,NA,,,,,,,,,0.146666667,,,,0,0.336908435,0.101072531,0
Liberia,LBR,Avoided woodfuel,1.097038532,1.1,0.002961468,1.097038532,,GRISCOM,9.632,NA,,,NA,,,,,,,,,0.146666667,,,,0,1.097038532,0.32911156,0
Libyan Arab Jamahiriya,LBY,Avoided woodfuel,0,,,0,,GRISCOM,175.954,NA,,,NA,,,,,,,,,0.146666667,,,,0,0,0,0
Liechtenstein,LIE,Avoided woodfuel,0,,,0,,GRISCOM,0.016,NA,,,NA,,,,,,,,,0.146666667,,,,0,0,0,0
Lithuania,LTU,Avoided woodfuel,0,,,0,,GRISCOM,6.263,NA,,,NA,,,,,,,,,0.146666667,,,,0,0,0,0
Luxembourg,LUX,Avoided woodfuel,0,,,0,,GRISCOM,0.243,NA,,,NA,,,,,,,,,0.146666667,,,,0,0,0,0
Madagascar,MDG,Avoided woodfuel,3.150824004,3.15,-0.000824004,3.150824004,,GRISCOM,58.18,NA,,,NA,,,,,,,,,0.146666667,,,,0,3.150824004,0.945247201,0
Malawi,MWI,Avoided woodfuel,1.325468709,1.33,0.004531291,1.325468709,,GRISCOM,9.428,NA,,,NA,,,,,,,,,0.146666667,,,,0,1.325468709,0.397640613,0
Malaysia,MYS,Avoided woodfuel,0.903029341,0.9,-0.003029341,0.903029341,,GRISCOM,32.855,NA,,,NA,,,,,,,,,0.146666667,,,,0,0.903029341,0.270908802,0
Maldives,MDV,Avoided woodfuel,0,,,0,,GRISCOM,0.03,NA,,,NA,,,,,,,,,0.146666667,,,,0,0,0,0
Mali,MLI,Avoided woodfuel,0.858699284,0.86,0.001300716,0.858699284,,GRISCOM,122.019,NA,,,NA,,,,,,,,,0.146666667,,,,0,0.858699284,0.257609785,0
Malta,MLT,Avoided woodfuel,0,,,0,,GRISCOM,0.032,NA,,,NA,,,,,,,,,0.146666667,,,,0,0,0,0
Marshall Islands,MHL,Avoided woodfuel,0,,,0,,GRISCOM,0.018,NA,,,NA,,,,,,,,,0.146666667,,,,0,0,0,0
Mauritania,MRT,Avoided woodfuel,0.282538923,0.28,-0.002538923,0.282538923,,GRISCOM,103.07,NA,,,NA,,,,,,,,,0.146666667,,,,0,0.282538923,0.084761677,0
Mauritius,MUS,Avoided woodfuel,0,,,0,,GRISCOM,0.203,NA,,,NA,,,,,,,,,0.146666667,,,,0,0,0,0
Mexico,MEX,Avoided woodfuel,4.802118633,4.8,-0.002118633,4.802118633,,GRISCOM,194.395,NA,,,NA,,,,,,,,,0.146666667,,,,0,4.802118633,1.44063559,0
"Micronesia, Federated States of",FSM,Avoided woodfuel,0,,,0,,GRISCOM,0.07,NA,,,NA,,,,,,,,,0.146666667,,,,0,0,0,0
Monaco,MCO,Avoided woodfuel,0,,,0,,GRISCOM,0.0002027,NA,,,NA,,,,,,,,,0.146666667,,,,0,0,0,0
Mongolia,MNG,Avoided woodfuel,0,,,0,,GRISCOM,155.7255,NA,,,NA,,,,,,,,,0.146666667,,,,0,0,0,0
Montenegro,MNE,Avoided woodfuel,0,,,0,,GRISCOM,1.345,NA,,,NA,,,,,,,,,0.146666667,,,,0,0,0,0
Morocco,MAR,Avoided woodfuel,0,,,0,,GRISCOM,44.63,NA,,,NA,,,,,,,,,0.146666667,,,,0,0,0,0
Mozambique,MOZ,Avoided woodfuel,3.522153424,3.52,-0.002153424,3.522153424,,GRISCOM,78.638,NA,,,NA,,,,,,,,,0.146666667,,,,0,3.522153424,1.056646027,0
Namibia,NAM,Avoided woodfuel,0.075621862,0.08,0.004378138,0.075621862,,GRISCOM,82.329,NA,,,NA,,,,,,,,,0.146666667,,,,0,0.075621862,0.022686559,0
Nepal,NPL,Avoided woodfuel,5.225731444,,,5.225731444,,GRISCOM,14.335,NA,,,NA,,,,,,,,,0.146666667,,,,0,5.225731444,1.567719433,0
Netherlands,NLD,Avoided woodfuel,0,,,0,,GRISCOM,3.367,NA,,,NA,,,,,,,,,0.146666667,,,,0,0,0,0
New Zealand,NZL,Avoided woodfuel,0,,,0,,GRISCOM,26.331,NA,,,NA,,,,,,,,,0.146666667,,,,0,0,0,0
Nicaragua,NIC,Avoided woodfuel,0.60093304,0.6,-0.00093304,0.60093304,,GRISCOM,12.034,NA,,,NA,,,,,,,,,0.146666667,,,,0,0.60093304,0.180279912,0
Niger,NER,Avoided woodfuel,0.964048361,0.96,-0.004048361,0.964048361,,GRISCOM,126.67,NA,,,NA,,,,,,,,,0.146666667,,,,0,0.964048361,0.289214508,0
Nigeria,NGA,Avoided woodfuel,10.07374472,10.07,-0.00374472,10.07374472,,GRISCOM,91.077,NA,,,NA,,,,,,,,,0.146666667,,,,0,10.07374472,3.022123416,0
Norway,NOR,Avoided woodfuel,0,,,0,,GRISCOM,36.510785,NA,,,NA,,,,,,,,,0.146666667,,,,0,0,0,0
Oman,OMN,Avoided woodfuel,0,,,0,,GRISCOM,30.95,NA,,,NA,,,,,,,,,0.146666667,,,,0,0,0,0
Pakistan,PAK,Avoided woodfuel,10.37479797,,,10.37479797,,GRISCOM,77.088,NA,,,NA,,,,,,,,,0.146666667,,,,0,10.37479797,3.112439391,0
Palau,PLW,Avoided woodfuel,0,,,0,,GRISCOM,0.046,NA,,,NA,,,,,,,,,0.146666667,,,,0,0,0,0
Panama,PAN,Avoided woodfuel,0.188402743,0.19,0.001597257,0.188402743,,GRISCOM,7.4177,NA,,,NA,,,,,,,,,0.146666667,,,,0,0.188402743,0.056520823,0
Papua New Guinea,PNG,Avoided woodfuel,1.045928584,1.05,0.004071416,1.045928584,,GRISCOM,45.286,NA,,,NA,,,,,,,,,0.146666667,,,,0,1.045928584,0.313778575,0
Paraguay,PRY,Avoided woodfuel,2.068388314,2.07,0.001611686,2.068388314,,GRISCOM,39.73,NA,,,NA,,,,,,,,,0.146666667,,,,0,2.068388314,0.620516494,0
Peru,PER,Avoided woodfuel,1.204212965,1.2,-0.004212965,1.204212965,,GRISCOM,128,NA,,,NA,,,,,,,,,0.146666667,,,,0,1.204212965,0.36126389,0
Philippines,PHL,Avoided woodfuel,3.29228904,3.29,-0.00228904,3.29228904,,GRISCOM,29.817,NA,,,NA,,,,,,,,,0.146666667,,,,0,3.29228904,0.987686712,0
Poland,POL,Avoided woodfuel,0,,,0,,GRISCOM,30.617,NA,,,NA,,,,,,,,,0.146666667,,,,0,0,0,0
Portugal,PRT,Avoided woodfuel,0,,,0,,GRISCOM,9.16056,NA,,,NA,,,,,,,,,0.146666667,,,,0,0,0,0
Qatar,QAT,Avoided woodfuel,0,,,0,,GRISCOM,1.149,NA,,,NA,,,,,,,,,0.146666667,,,,0,0,0,0
Republic of Moldova,MDA,Avoided woodfuel,0,,,0,,GRISCOM,3.28853,NA,,,NA,,,,,,,,,0.146666667,,,,0,0,0,0
Romania,ROU,Avoided woodfuel,0,,,0,,GRISCOM,23.008,NA,,,NA,,,,,,,,,0.146666667,,,,0,0,0,0
Russia,RUS,Avoided woodfuel,0,,,0,,GRISCOM,1637.687,NA,,,NA,,,,,,,,,0.146666667,,,,0,0,0,0
Rwanda,RWA,Avoided woodfuel,1.135110228,1.14,0.004889772,1.135110228,,GRISCOM,2.467,NA,,,NA,,,,,,,,,0.146666667,,,,0,1.135110228,0.340533068,0
Saint Kitts and Nevis,KNA,Avoided woodfuel,0,,,0,,GRISCOM,0.026,NA,,,NA,,,,,,,,,0.146666667,,,,0,0,0,0
Saint Lucia,LCA,Avoided woodfuel,0,,,0,,GRISCOM,0.061,NA,,,NA,,,,,,,,,0.146666667,,,,0,0,0,0
Saint Vincent and the Grenadines,VCT,Avoided woodfuel,0,,,0,,GRISCOM,0.039,NA,,,NA,,,,,,,,,0.146666667,,,,0,0,0,0
Samoa,WSM,Avoided woodfuel,0,,,0,,GRISCOM,0.283,NA,,,NA,,,,,,,,,0.146666667,,,,0,0,0,0
San Marino,SMR,Avoided woodfuel,0,,,0,,GRISCOM,0.006,NA,,,NA,,,,,,,,,0.146666667,,,,0,0,0,0
Saudi Arabia,SAU,Avoided woodfuel,0,0,0,0,,GRISCOM,214.969,NA,,,NA,,,,,,,,,0.146666667,,,,0,0,0,0
Senegal,SEN,Avoided woodfuel,1.387661172,1.39,0.002338828,1.387661172,,GRISCOM,19.253,NA,,,NA,,,,,,,,,0.146666667,,,,0,1.387661172,0.416298352,0
Serbia,SRB,Avoided woodfuel,0,,,0,,GRISCOM,8.746,NA,,,NA,,,,,,,,,0.146666667,,,,0,0,0,0
Seychelles,SYC,Avoided woodfuel,0,,,0,,GRISCOM,0.046,NA,,,NA,,,,,,,,,0.146666667,,,,0,0,0,0
Sierra Leone,SLE,Avoided woodfuel,0.887644204,0.89,0.002355796,0.887644204,,GRISCOM,7.218,NA,,,NA,,,,,,,,,0.146666667,,,,0,0.887644204,0.266293261,0
Singapore,SGP,Avoided woodfuel,0.014733225,,,0.014733225,,GRISCOM,0.0709,NA,,,NA,,,,,,,,,0.146666667,,,,0,0.014733225,0.004419968,0
Slovakia,SVK,Avoided woodfuel,0,,,0,,GRISCOM,4.808,NA,,,NA,,,,,,,,,0.146666667,,,,0,0,0,0
Slovenia,SVN,Avoided woodfuel,0,,,0,,GRISCOM,2.01364,NA,,,NA,,,,,,,,,0.146666667,,,,0,0,0,0
Solomon Islands,SLB,Avoided woodfuel,0.020861204,0.02,-0.000861204,0.020861204,,GRISCOM,2.799,NA,,,NA,,,,,,,,,0.146666667,,,,0,0.020861204,0.006258361,0
Somalia,SOM,Avoided woodfuel,1.881680544,1.88,-0.001680544,1.881680544,,GRISCOM,62.734,NA,,,NA,,,,,,,,,0.146666667,,,,0,1.881680544,0.564504163,0
South Africa,ZAF,Avoided woodfuel,6.460062771,,,6.460062771,,GRISCOM,121.309,NA,,,NA,,,,,,,,,0.146666667,,,,0,6.460062771,1.938018831,0
South Sudan,SSD,Avoided woodfuel,0,,,0,,GRISCOM,63.1928123,NA,,,NA,,,,,,,,,0.146666667,,,,0,0,0,0
Spain,ESP,Avoided woodfuel,0,,,0,,GRISCOM,49.9603479,NA,,,NA,,,,,,,,,0.146666667,,,,0,0,0,0
Sri Lanka,LKA,Avoided woodfuel,1.876986773,1.88,0.003013227,1.876986773,,GRISCOM,6.1864,NA,,,NA,,,,,,,,,0.146666667,,,,0,1.876986773,0.563096032,0
